Цены указаны на 27.01.2024 г.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Страница 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мучные и крупяные изделия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;100903;;;;Смесь конц. для рулета и бисквита Таленто Бисквит ~ 25 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;25;;;кг;;;410,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103318;;;;Смесь пищевая Брэд-Микс Глютен-Фри ~ 12,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,5;;;12,5;;;кг;;;671,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;78817;;;;Смесь пищевая для начинок Мелла Лесняк ~ 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;498,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;78817;;;;Смесь пищевая для начинок Мелла Лесняк ~ 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;498,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;78607;;;;Смесь пищевая Посип Стандарт ~ 25 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;25;;;кг;;;276,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;78607;;;;Смесь пищевая Посип Стандарт ~ 25 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;25;;;кг;;;276,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;83480;;;;Смесь Посип Супер Ireks Россия ~ 25 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;25;;;кг;;;540,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;78417;;;;Смесь Спортивная хлебопекарная вес. ~ 25 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;25;;;кг;;;212,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;97609;;;;Смесь сухая Корнкнакер ~ 12,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,5;;;12,5;;;кг;;;359,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;78700;;;;Смесь хлебопекарная Боу Де Кежо ~ 15 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;15;;;кг;;;347,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;78597;;;;Смесь хлебопекарная Бриошь Микс ~ 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;1;;;кг;;;584,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Цены указаны на 27.01.2024 г.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101290;;;;Глазурь Армони Руби клубничная Пуратос ~ 12,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,5;;;12,5;;;кг;;;246,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112498;;;;Глазурь белая Esperanza - 1,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;1,5;;;кг;;;617,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112175;;;;Глазурь белая Esperanza - 5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;5;;;кг;;;594,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;109895;;;;Глазурь белая блестящая Армони Айс Глейз Пуратос ~ 12,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,5;;;12,5;;;кг;;;245,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115440;;;;Глазурь Белая Кондитерская GP 10кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;309,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112849;;;;Глазурь Брило кленовый сироп - 6 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;6;;;кг;;;263,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111171;;;;Глазурь Брило кленовый сироп Пуратос ~ 13 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;13;;;кг;;;227,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115439;;;;Глазурь Какаосодержащая GP 10кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;309,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;108845;;;;Глазурь Карат Каверлюкс Вайт Пуратос ~ 15 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;15;;;кг;;;417,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;93319;;;;Глазурь Карат Каверлюкс Дарк (таблетки) Пуратос ~ 15 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;15;;;кг;;;395,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;108823;;;;Глазурь Карат Каверлюкс Карамель Пуратос ~ 15 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;15;;;кг;;;442,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112177;;;;Глазурь молочная Sicao - 5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;5;;;кг;;;571,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;94232;;;;Глазурь молочная Карат Каверлюкс Милк (таблетки) Пуратос ~ 15 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;15;;;кг;;;387,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101700;;;;Глазурь Пуратоп Фудж шоколадный Пуратос ~ 12,5 кг ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,5;;;12,5;;;кг;;;490,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112176;;;;Глазурь тёмная Sicao - 5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;5;;;кг;;;596,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102057;;;;Глазурь темная Карат Кавер Классик Дарк (таблетки) Пуратос ~ 15 кг ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;15;;;кг;;;384,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;104833;;;;Глазурь Фудж белый Пуратос ~ 8,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,5;;;8,5;;;кг;;;432,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;109463;;;;Глазурь Фудж шоколадный Пуратос ~ 8,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,5;;;8,5;;;кг;;;464,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101135;;;;Глазурь-крем Карат Декоркрем шоко Пуратос ~ 12 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;12;;;кг;;;419,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111187;;;;Горький шоколад 70,5% 2,5кг Callets Callebaut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;1;;;шт;;;3886,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113031;;;;Горький Шоколад 70,5% Barry Callebaut- 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;10;;;кг;;;1413,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113013;;;;Горький Шоколад Extra-bitter Guayaq - 5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;9610,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110841;;;;Завитки из темного и белого шоколада 1кг Mona Lisa ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;1728,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113983;;;;Завитки из темного шоколада Mona Lisa - 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;1750,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;108723;;;;Какао порошок EXTRA-BRUTE Barry-Callebaut 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;1;;;шт;;;2000,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115507;;;;Какао порошок Smart Chef 460 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;1;;;шт;;;352,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Цены указаны на 27.01.2024 г.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103409;;;;Начинка Карат Суперкрем Шоко Пуратос ~ 12 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;12;;;кг;;;359,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;78605;;;;Посыпка шоколадная крошка ~ 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;1251,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111469;;;;Растворимый какао-напиток Van Houten Passion 0,75 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;909,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114434;;;;Смесь белого шоколада и глазури Orange Callets - 2.5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;4417,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;104452;;;;Смесь белого шоколада и цветной глазури Strawberry Callebaut 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;4972,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112987;;;;Темный Порошок Barry Callebaut 20 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;шт;;;3555,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112286;;;;Тёмный шоколад 54,5% Callebaut - 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;10;;;кг;;;1356,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111182;;;;Тёмный шоколад Callebaut 54,5% - 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;1;;;шт;;;3763,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113041;;;;Темный Шоколад Francisco - 1,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;1;;;шт;;;1666,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112950;;;;Темный Шоколад Gp 0.5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;шт;;;550,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112951;;;;Темный Шоколад Gp 2.5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;шт;;;2290,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114052;;;;Темный Шоколад без Сахара GP 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;658,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112178;;;;Термостабильные капли из тёмного шоколада Dolores - 1,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;1,5;;;кг;;;1097,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113025;;;;Термостабильные Палочки из Темного Шоколада Bâtons Boulangers Extrudés - 1,6 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;1;;;шт;;;2021,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111629;;;;Хрустящая панировка KNORR PROFESSIONAL 2,1кг Моремания;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;1830,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102841;;;;Шоколад Sahara Fondente Pani 36/38 ~ 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;910,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110591;;;;Шоколад белый 2,5 кг Sicao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;2,5;;;кг;;;1063,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110673;;;;Шоколад белый 28% 0,4 кг Barry-Callebaut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;2;;;шт;;;756,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;56668;;;;Шоколад белый диски Бланш Селексьен Бельгия 30% Пуратос ~ 5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;5;;;кг;;;1121,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;56669;;;;Шоколад горький диски Нуар Суприм 70% Пуратос Бельгия ~ 15 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;15;;;кг;;;961,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110672;;;;Шоколад молочный 33,6% 0,4 кг Barry-Callebaut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;2;;;шт;;;722,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112484;;;;Шоколад молочный 33,6% Sicao - 20 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;20;;;кг;;;817,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;97605;;;;Шоколад молочный диски Белколад Ориджин Венесуэла 43% Бельгия Пуратос ~ 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;1;;;кг;;;1357,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;97605;;;;Шоколад молочный диски Белколад Ориджин Венесуэла 43% Бельгия Пуратос ~ 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;1;;;кг;;;1357,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102294;;;;Шоколад молочный диски ЛЭ Селексьен 35% Бельгия Пуратос ~ 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;1;;;кг;;;1237,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103916;;;;Шоколад молочный диски ЛЭ Селексьен Бельгия какао массы 35% Пуратос ~ 15 кг ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;15;;;кг;;;1025,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Цены указаны на 27.01.2024 г.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101273;;;;Жидкий дым Стаби D10 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;635,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101552;;;;Лавровый лист ~ 2 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;442,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;106958;;;;Лук сушеный резаный крупный ~ 5 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;573,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;109548;;;;Молоко сухое 25% Россия 500 гр ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;345,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;99870;;;;Перекись водорода 37 % ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;295,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;109095;;;;Перец белый горошек ~ 5 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;5;;;кг;;;1017,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101554;;;;Перец душистый горошек ~ 1 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;891,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101555;;;;Перец черный горошек ~ 1 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;830,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;104997;;;;Перец черный молотый в/с~ 1 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;1;;;кг;;;830,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101557;;;;Приправа для соления рыбы (Морковь и укроп) ~ 1 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;806,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101558;;;;Приправа для соления рыбы (Нептун) ~ 1 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;1144,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101559;;;;Приправа для соления рыбы (Скумбрия с чесноком) ~ 1 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;602,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101561;;;;Приправа для соления рыбы ~ 1 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;719,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102107;;;;Смесь пряностей Рутафиш № 6 ~ 3 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;943,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102665;;;;Соль NEUCHATEL ~ 25 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;25;;;кг;;;11,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102102;;;;Соль мелкая Иран ЭКСТРА ~ 25 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;25;;;кг;;;1079,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101274;;;;Соль таблетированная Мозырьсоль ~ 25 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;25;;;кг;;;862,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102103;;;;Сухари панировочные желтые ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;35;;;кг;;;568,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;109353;;;;Сухари панировочные ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;208,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;106992;;;;Укроп сушеный ~ 1 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;306,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101563;;;;Уксус 70% ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;275,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103295;;;;Щепа для копчения Дуб фракция 7-12 мм;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;20;;;кг;;;39,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102349;;;;Щепа для копчения Ольха фракция 7-12 мм;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;;;1;;;кг;;;37,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Полуфабрикаты дубликаты отходы;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;99845;;;;Горбуша с/м б/г потрошеная на копчение ДУБЛИКАТ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;22,8;;;кг;;;190,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;82346;;;;Отходы производства (обрезь сельди, горбуши,скумбрии);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;2,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
